Unnamed: 0_no_transform,tenure_no_transform,MonthlyCharges_no_transform,Unnamed: 0,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,customerID,gender,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,TotalCharges
0.0,0.013888888888888888,0.11421446927773207,0.0,0.0,1.0,0.0,0.013888888888888888,0.0,1.0,0.11421446927773207,0.0,0.7641808806029353,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3809034907597536
0.00033344448149383126,0.4722222222222222,0.3845386574659341,0.00033344448149383126,0.0,0.0,0.0,0.4722222222222222,1.0,0.0,0.3845386574659341,0.0,0.561483538278461,1.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.5,1.0,0.22012320328542095
0.0006668889629876625,0.027777777777777776,0.3536159419563284,0.0006668889629876625,0.0,0.0,0.0,0.027777777777777776,1.0,1.0,0.3536159419563284,1.0,0.3663228877429591,1.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.02217659137577002
0.0010003334444814937,0.625,0.2384039816838979,0.0010003334444814937,0.0,0.0,0.0,0.625,0.0,0.0,0.2384039816838979,0.0,0.7863942879809599,1.0,0.2,0.0,0.8,0.0,0.8,0.8,0.0,0.0,0.5,0.0,0.2112936344969199
0.001333777925975325,0.027777777777777776,0.5216957240364717,0.001333777925975325,0.0,0.0,0.0,0.027777777777777776,1.0,1.0,0.5216957240364717,1.0,0.9218564061880207,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.13942505133470226
0.0016672224074691564,0.1111111111111111,0.8104738190672569,0.0016672224074691564,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.8104738190672569,1.0,0.9280047600158667,0.0,0.8,0.5,0.0,0.0,0.8,0.0,0.8,0.8,0.0,0.6666666666666666,0.9334702258726899
0.0020006668889629873,0.3055555555555555,0.7052368828973388,0.0020006668889629873,0.0,0.0,1.0,0.3055555555555555,1.0,1.0,0.7052368828973388,0.0,0.14240380801269337,1.0,0.8,0.5,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.3333333333333333,0.2351129363449692
0.0023341113704568187,0.1388888888888889,0.11321695925711237,0.0023341113704568187,0.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.11321695925711237,0.0,0.6779055930186434,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395482546201232
0.00266755585195065,0.38888888888888884,0.8618454043829213,0.00266755585195065,0.0,1.0,0.0,0.38888888888888884,1.0,1.0,0.8618454043829213,1.0,0.7955176517255057,0.0,0.8,0.5,0.0,0.0,0.8,0.8,0.8,0.8,0.0,0.6666666666666666,0.40102669404517455
0.0030010003334444814,0.861111111111111,0.37655861535281865,0.0030010003334444814,0.0,0.0,1.0,0.861111111111111,1.0,0.0,0.37655861535281865,0.0,0.64319714399048,1.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.45585215605749485
0.003334444814938313,0.18055555555555555,0.31471322238544985,0.003334444814938313,0.0,1.0,1.0,0.18055555555555555,1.0,1.0,0.31471322238544985,0.0,0.9738199127330425,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7340862422997947
