Unnamed: 0_no_transform,tenure_no_transform,MonthlyCharges_no_transform,Unnamed: 0,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,customerID,gender,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,TotalCharges
-1.6292038109178673,-1.2874039987647878,-1.1721282634140222,-1.6292038109178673,-0.44033174477267195,1.0255086653864758,-0.6695562496987285,-1.2874039987647878,-3.0517017278205323,0.8265859457840367,-1.1721282634140222,-0.6004136009242725,0.9149679639262589,-1.0149843529409583,-0.757369384695892,-1.191266077503779,-1.168584130995764,0.9636396900475013,-1.2620171412594305,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,-0.83832493298095,0.4108577685673158,-0.40772257479207236
-1.6279560022982462,0.058031448578780884,-0.27075244926530134,-1.6279560022982462,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,0.058031448578780884,0.3276860221572772,-1.2097955513282723,-0.27075244926530134,-0.6004136009242725,0.21294299460746266,0.9852368631126769,-1.286667306954953,-1.191266077503779,1.0969304380043852,-1.2500648797780534,0.9611432616298571,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,0.3549216481714437,1.347546614356183,-0.9641792132302643
-1.6267081936786252,-1.2466332276331644,-0.3738619344170876,-1.6267081936786252,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,-1.2466332276331644,0.3276860221572772,0.8265859457840367,-0.3738619344170876,1.665518566635744,-0.46297928504977365,0.9852368631126769,-1.286667306954953,-1.191266077503779,1.0969304380043852,0.9636396900475013,-1.2620171412594305,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,-0.83832493298095,1.347546614356183,-1.6492675905666845
-1.6254603850590041,0.5065099310266371,-0.758027610401404,-1.6254603850590041,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,0.5065099310266371,-3.0517017278205323,-1.2097955513282723,-0.758027610401404,-0.6004136009242725,0.9919022071392776,0.9852368631126769,-0.757369384695892,-1.191266077503779,1.0969304380043852,-1.2500648797780534,0.9611432616298571,1.0753387985366432,-1.3251631292672859,-1.3479190114118476,0.3549216481714437,-1.4625199230104184,-0.9947381346259759
-1.624212576439383,-1.2466332276331644,0.1865875445209605,-1.624212576439383,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,-1.2466332276331644,0.3276860221572772,0.8265859457840367,0.1865875445209605,1.665518566635744,1.4610637081615259,-1.0149843529409583,-1.286667306954953,0.17160933738995005,-1.168584130995764,-1.2500648797780534,-1.2620171412594305,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,-0.83832493298095,0.4108577685673158,-1.2434735413352571
-1.622964767819762,-1.0020086008434248,1.1494965326558633,-1.622964767819762,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,-1.0020086008434248,0.3276860221572772,0.8265859457840367,1.1494965326558633,1.665518566635744,1.4823580076222722,-1.0149843529409583,0.830524382081291,0.17160933738995005,-1.168584130995764,-1.2500648797780534,0.9611432616298571,-1.1701823447429809,0.8731255749744651,0.8606929858426231,-0.83832493298095,0.4108577685673158,1.5046973665070011
-1.6217169592001408,-0.4312178050006986,0.7985918294754143,-1.6217169592001408,-0.44033174477267195,-0.9751258412069466,1.4935264967655175,-0.4312178050006986,0.3276860221572772,0.8265859457840367,0.7985918294754143,-0.6004136009242725,-1.238503933152436,0.9852368631126769,0.830524382081291,0.17160933738995005,-1.168584130995764,0.9636396900475013,-1.2620171412594305,-1.1701823447429809,0.8731255749744651,-1.3479190114118476,-0.83832493298095,-0.5258310772215513,-0.9123001141166142
-1.6204691505805198,-0.9204670585801782,-1.1754543860706141,-1.6204691505805198,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,-0.9204670585801782,-3.0517017278205323,-1.2097955513282723,-1.1754543860706141,-0.6004136009242725,0.6161608585899806,-1.0149843529409583,-0.757369384695892,-1.191266077503779,1.0969304380043852,-1.2500648797780534,-1.2620171412594305,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,-0.83832493298095,1.347546614356183,-0.35726482085961814
-1.6192213419608987,-0.1865931782109589,1.3207912467854757,-1.6192213419608987,-0.44033174477267195,1.0255086653864758,-0.6695562496987285,-0.1865931782109589,0.3276860221572772,0.8265859457840367,1.3207912467854757,1.665518566635744,1.0235001998874818,-1.0149843529409583,0.830524382081291,0.17160933738995005,-1.168584130995764,-1.2500648797780534,0.9611432616298571,1.0753387985366432,0.8731255749744651,0.8606929858426231,-0.83832493298095,0.4108577685673158,-0.3380766609134736
-1.6179735333412777,1.199613040264233,-0.2973613036370111,-1.6179735333412777,-0.44033174477267195,-0.9751258412069466,1.4935264967655175,1.199613040264233,0.3276860221572772,-1.2097955513282723,-0.2973613036370111,-0.6004136009242725,0.4959511035696388,0.9852368631126769,-1.286667306954953,-1.191266077503779,1.0969304380043852,0.9636396900475013,-1.2620171412594305,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,0.3549216481714437,-1.4625199230104184,-0.14832707922382193
-1.6167257247216567,-0.7981547451853083,-0.503580147059557,-1.6167257247216567,-0.44033174477267195,1.0255086653864758,1.4935264967655175,-0.7981547451853083,0.3276860221572772,0.8265859457840367,-0.503580147059557,-0.6004136009242725,1.6410348842491234,0.9852368631126769,-1.286667306954953,-1.191266077503779,1.0969304380043852,-1.2500648797780534,-1.2620171412594305,-1.1701823447429809,-1.3251631292672859,-1.3479190114118476,-0.83832493298095,1.347546614356183,0.8146342810363952
-1.6154779161020356,-0.6758424317904383,-1.5346742372912605,-1.6154779161020356,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,-0.6758424317904383,0.3276860221572772,-1.2097955513282723,-1.5346742372912605,-0.6004136009242725,0.8716924521189358,0.9852368631126769,-1.286667306954953,1.5344847522836793,-0.6022054887457268,-0.6966387373216647,-0.7062270405371086,-0.6088020589230748,-0.7755909532068481,-0.79576601209823,1.5481682293238372,-0.5258310772215513,-0.24853191449813236
-1.6142301074824146,1.0365299557377399,1.172779200930468,-1.6142301074824146,-0.44033174477267195,1.0255086653864758,-0.6695562496987285,1.0365299557377399,0.3276860221572772,-1.2097955513282723,1.172779200930468,-0.6004136009242725,1.101121355986331,0.9852368631126769,0.830524382081291,0.17160933738995005,-1.168584130995764,-1.2500648797780534,0.9611432616298571,-1.1701823447429809,0.8731255749744651,0.8606929858426231,0.3549216481714437,-0.5258310772215513,0.7456990397483945
-1.6129822988627935,0.6695930155531303,1.2842038341224518,-1.6129822988627935,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,0.6695930155531303,0.3276860221572772,0.8265859457840367,1.2842038341224518,1.665518566635744,-1.6382872327058013,0.9852368631126769,0.830524382081291,0.17160933738995005,-1.168584130995764,0.9636396900475013,0.9611432616298571,-1.1701823447429809,0.8731255749744651,0.8606929858426231,-0.83832493298095,-1.4625199230104184,0.5175731381664537
-1.6117344902431723,-0.30890549160582875,1.3440739150600807,-1.6117344902431723,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,-0.30890549160582875,0.3276860221572772,0.8265859457840367,1.3440739150600807,-0.6004136009242725,0.04602316335064515,0.9852368631126769,-1.286667306954953,0.17160933738995005,1.0969304380043852,-1.2500648797780534,0.9611432616298571,1.0753387985366432,0.8731255749744651,0.8606929858426231,-0.83832493298095,0.4108577685673158,-0.5001100115698054
-1.6104866816235512,1.4850084381855961,1.6018474376180067,-1.6104866816235512,-0.44033174477267195,1.0255086653864758,1.4935264967655175,1.4850084381855961,0.3276860221572772,-1.2097955513282723,1.6018474376180067,-0.6004136009242725,-0.4650400237072652,-1.0149843529409583,0.830524382081291,0.17160933738995005,1.0969304380043852,0.9636396900475013,0.9611432616298571,1.0753387985366432,0.8731255749744651,0.8606929858426231,1.5481682293238372,-0.5258310772215513,1.425102036360031
-1.6092388730039302,0.7919053289480001,-1.4781304058912492,-1.6092388730039302,-0.44033174477267195,-0.9751258412069466,-0.6695562496987285,0.7919053289480001,0.3276860221572772,-1.2097955513282723,-1.4781304058912492,-0.6004136009242725,1.1340931745061962,-1.0149843529409583,-1.286667306954953,1.5344847522836793,-0.6022054887457268,-0.6966387373216647,-0.7062270405371086,-0.6088020589230748,-0.7755909532068481,-0.79576601209823,0.3549216481714437,1.347546614356183,-1.7004360170897366
-1.6079910643843092,1.5665499804488427,1.3839871331771327,-1.6079910643843092,-0.44033174477267195,-0.9751258412069466,1.4935264967655175,1.5665499804488427,0.3276860221572772,-1.2097955513282723,1.3839871331771327,-0.6004136009242725,1.7207167790054643,0.9852368631126769,0.830524382081291,0.17160933738995005,1.0969304380043852,-1.2500648797780534,0.9611432616298571,-1.1701823447429809,0.8731255749744651,0.8606929858426231,1.5481682293238372,-1.4625199230104184,1.2850995360122357
